Titulo,URL,Descripcion,limpieza,origenes
The Green Knight,/title/tt9243804/,Adventure Drama Fantasy             A fantasy retelling of the medieval story of Sir Gawain and the Green Knight,adventure drama fantasy fantasy retelling medieval story sir gawain green knight,adventur drama fantasi fantasi retel mediev stori sir gawain green knight
Ready Player One,/title/tt1677720/,Action Adventure SciFi             When the creator of a virtual reality called the OASIS dies he makes a posthumous challenge to all OASIS users to find his Easter Egg which will give the finder his fortune and control of his world,action adventure scifi creator virtual reality called oasis dies makes posthumous challenge oasis users find easter egg give finder fortune control world,action adventur scifi creator virtual realiti call oasi die make posthum challeng oasi user find easter egg give finder fortun control world
Deep Water,/title/tt2180339/,Drama Mystery Thriller             A welltodo husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers,drama mystery thriller welltodo husband allows wife affairs order avoid divorce becomes prime suspect disappearance lovers,drama mysteri thriller welltodo husband allow wife affair order avoid divorc becom prime suspect disappear lover
Thor: The Dark World,/title/tt1981115/,Action Adventure Fantasy             When the Dark Elves attempt to plunge the universe into darkness Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster,action adventure fantasy dark elves attempt plunge universe darkness thor must embark perilous personal journey reunite doctor jane foster,action adventur fantasi dark elv attempt plung univers dark thor must embark peril person journey reunit doctor jane foster
World War Z,/title/tt0816711/,Action Adventure Horror             Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself,action adventure horror former united nations employee gerry lane traverses world race time stop zombie pandemic toppling armies governments threatens destroy humanity,action adventur horror former unit nation employe gerri lane travers world race time stop zombi pandem toppl armi govern threaten destroy human
Megan Is Missing,/title/tt1087461/,Drama Horror Thriller             Two teenage girls encounter an Internet child predator,drama horror thriller two teenage girls encounter internet child predator,drama horror thriller two teenag girl encount internet child predat
True Romance,/title/tt0108399/,Crime Drama Romance             In Detroit a lonely pop culture geek marries a call girl steals cocaine from her pimp and tries to sell it in Hollywood Meanwhile the owners of the cocaine the Mob track them down in an attempt to reclaim it,crime drama romance detroit lonely pop culture geek marries call girl steals cocaine pimp tries sell hollywood meanwhile owners cocaine mob track attempt reclaim,crime drama romanc detroit lone pop cultur geek marri call girl steal cocain pimp tri sell hollywood meanwhil owner cocain mob track attempt reclaim
Traffic,/title/tt0181865/,Crime Drama Thriller             A conservative judge is appointed by the President to spearhead Americas escalating war against drugs only to discover that his teenage daughter is a crack addict Two DEA agents protect an informant A jailed drug barons wife attempts to carry on the family business,crime drama thriller conservative judge appointed president spearhead americas escalating war drugs discover teenage daughter crack addict two dea agents protect informant jailed drug barons wife attempts carry family business,crime drama thriller conserv judg appoint presid spearhead america escal war drug discov teenag daughter crack addict two dea agent protect inform jail drug baron wife attempt carri famili busi
She's the Man,/title/tt0454945/,Comedy Romance Sport             When her brother decides to ditch for a couple weeks Viola heads over to his elite boarding school disguised as him and proceeds to fall for his schools star soccer player and soon learns shes not the only one with romantic troubles,comedy romance sport brother decides ditch couple weeks viola heads elite boarding school disguised proceeds fall schools star soccer player soon learns shes one romantic troubles,comedi romanc sport brother decid ditch coupl week viola head elit board school disguis proceed fall school star soccer player soon learn shes one romant troubl
Scott Pilgrim vs. the World,/title/tt0446029/,Action Comedy Fantasy             In a magically realistic version of Toronto a young man must defeat his new girlfriends seven evil exes one by one in order to win her heart,action comedy fantasy magically realistic version toronto young man must defeat new girlfriends seven evil exes one one order win heart,action comedi fantasi magic realist version toronto young man must defeat new girlfriend seven evil exe one one order win heart
Kill Bill: Vol. 1,/title/tt0266697/,Action Crime Drama             After awakening from a fouryear coma a former assassin wreaks vengeance on the team of assassins who betrayed her,action crime drama awakening fouryear coma former assassin wreaks vengeance team assassins betrayed,action crime drama awaken fouryear coma former assassin wreak vengeanc team assassin betray
Tusk,/title/tt3099498/,Comedy Horror             A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse who has a rather disturbing fondness for walruses,comedy horror brash arrogant podcaster gets bargained travels canada interview mysterious recluse rather disturbing fondness walruses,comedi horror brash arrog podcast get bargain travel canada interview mysteri reclus rather disturb fond walrus
The Nice Guys,/title/tt3799694/,Action Comedy Crime             In 1970s Los Angeles a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star,action comedy crime 1970s los angeles mismatched pair private eyes investigate missing girl mysterious death porn star,action comedi crime 1970s los angel mismatch pair privat eye investig miss girl mysteri death porn star
Captain America: New World Order,/title/tt14513804/,Action Adventure SciFi             Plot kept under wraps Fourth movie in the Captain America franchise,action adventure scifi plot kept wraps fourth movie captain america franchise,action adventur scifi plot kept wrap fourth movi captain america franchis
Ad Astra,/title/tt2935510/,Adventure Drama Mystery             Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now 30 years later threatens the universe,adventure drama mystery astronaut roy mcbride undertakes mission across unforgiving solar system uncover truth missing father doomed expedition 30 years later threatens universe,adventur drama mysteri astronaut roy mcbride undertak mission across unforgiv solar system uncov truth miss father doom expedit 30 year later threaten univers
Batman Begins,/title/tt0372784/,Action Crime Drama             After witnessing his parents death Bruce learns the art of fighting to confront injustice When he returns to Gotham as Batman he must stop a secret society that intends to destroy the city,action crime drama witnessing parents death bruce learns art fighting confront injustice returns gotham batman must stop secret society intends destroy city,action crime drama wit parent death bruce learn art fight confront injustic return gotham batman must stop secret societi intend destroy citi
The Forever Purge,/title/tt10327252/,Action Crime Horror             All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end,action crime horror rules broken sect lawless marauders decides annual purge stop daybreak instead never end,action crime horror rule broken sect lawless maraud decid annual purg stop daybreak instead never end
Harry Potter and the Order of the Phoenix,/title/tt0373889/,Action Adventure Family             With their warning about Lord Voldemorts return scoffed at Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts,action adventure family warning lord voldemorts return scoffed harry dumbledore targeted wizard authorities authoritarian bureaucrat slowly seizes power hogwarts,action adventur famili warn lord voldemort return scof harri dumbledor target wizard author authoritarian bureaucrat slowli seiz power hogwart
Wind River,/title/tt5362988/,Crime Drama Mystery             A wildlife officer who is haunted by a tragedy that happened because of him teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets,crime drama mystery wildlife officer haunted tragedy happened teams fbi agent solving murder young woman wyoming native american reservation hopes get redemption past regrets,crime drama mysteri wildlif offic haunt tragedi happen team fbi agent solv murder young woman wyom nativ american reserv hope get redempt past regret
A Time to Kill,/title/tt0117913/,Crime Drama Thriller             In Clanton Mississippi a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his tenyearold daughter inciting violent retribution and revenge from the Ku Klux Klan,crime drama thriller clanton mississippi fearless young lawyer assistant defend black man accused murdering two white men raped tenyearold daughter inciting violent retribution revenge ku klux klan,crime drama thriller clanton mississippi fearless young lawyer assist defend black man accus murder two white men rape tenyearold daughter incit violent retribut reveng ku klux klan
The Wizard of Oz,/title/tt0032138/,Adventure Family Fantasy             Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard who can return her to her home and fulfill the others wishes,adventure family fantasy young dorothy gale dog toto swept away tornado kansas farm magical land oz embark quest three new friends see wizard return home fulfill others wishes,adventur famili fantasi young dorothi gale dog toto swept away tornado kansa farm magic land oz embark quest three new friend see wizard return home fulfil other wish
Strays,/title/tt15153532/,Animation Adventure Comedy             An abandoned dog teams up with other strays to get revenge on his former owner,animation adventure comedy abandoned dog teams strays get revenge former owner,anim adventur comedi abandon dog team stray get reveng former owner
The Hateful Eight,/title/tt3460252/,Crime Drama Mystery             In the dead of a Wyoming winter a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters,crime drama mystery dead wyoming winter bounty hunter prisoner find shelter cabin currently inhabited collection nefarious characters,crime drama mysteri dead wyom winter bounti hunter prison find shelter cabin current inhabit collect nefari charact
Paint,/title/tt14472156/,Comedy Drama             Carl Nargle Vermonts 1 public television painter is convinced he has it all a signature perm custom van and fans hanging on his every stroke  until a younger better artist steals everything and everyone Carl loves,comedy drama carl nargle vermonts 1 public television painter convinced signature perm custom van fans hanging every stroke younger better artist steals everything everyone carl loves,comedi drama carl nargl vermont 1 public televis painter convinc signatur perm custom van fan hang everi stroke younger better artist steal everyth everyon carl love
Last Voyage of the Demeter,/title/tt1001520/,Fantasy Horror             Based on a single chapter the Captains Log from Bram Stokers classic 1897 novel Dracula the story is set aboard the Russian schooner Demeter which was chartered to carry private cargo                See full summary ,fantasy horror based single chapter captains log bram stokers classic 1897 novel dracula story set aboard russian schooner demeter chartered carry private cargo see full summary,fantasi horror base singl chapter captain log bram stoker classic 1897 novel dracula stori set aboard russian schooner demet charter carri privat cargo see full summari
Scary Movie,/title/tt0175142/,Comedy             A year after disposing of the body of a man they accidentally killed a group of dumb teenagers are stalked by a bumbling serial killer,comedy year disposing body man accidentally killed group dumb teenagers stalked bumbling serial killer,comedi year dispos bodi man accident kill group dumb teenag stalk bumbl serial killer
Full Metal Jacket,/title/tt0093058/,Drama War             A pragmatic US Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue,drama war pragmatic us marine observes dehumanizing effects vietnam war fellow recruits brutal boot camp training bloody street fighting hue,drama war pragmat us marin observ dehuman effect vietnam war fellow recruit brutal boot camp train bloodi street fight hue
Blonde,/title/tt1655389/,Biography Drama Romance             The story of American actress Marilyn Monroe covering her love and professional lives,biography drama romance story american actress marilyn monroe covering love professional lives,biographi drama romanc stori american actress marilyn monro cover love profession live
Dawn of the Dead,/title/tt0363547/,Action Horror             A nurse a policeman a young married couple a salesman and other survivors of a worldwide plague that is producing aggressive flesheating zombies take refuge in a mega Midwestern shopping mall,action horror nurse policeman young married couple salesman survivors worldwide plague producing aggressive flesheating zombies take refuge mega midwestern shopping mall,action horror nurs policeman young marri coupl salesman survivor worldwid plagu produc aggress flesheat zombi take refug mega midwestern shop mall
The Truman Show,/title/tt0120382/,Comedy Drama             An insurance salesman discovers his whole life is actually a reality TV show,comedy drama insurance salesman discovers whole life actually reality tv show,comedi drama insur salesman discov whole life actual realiti tv show
Sing,/title/tt3470600/,Animation Comedy Family             In a city of humanoid animals a hustling theater impresarios attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same,animation comedy family city humanoid animals hustling theater impresarios attempt save theater singing competition becomes grander anticipates even finalists find lives never,anim comedi famili citi humanoid anim hustl theater impresario attempt save theater sing competit becom grander anticip even finalist find live never
Knock Knock,/title/tt3605418/,Crime Drama Horror             A devoted father helps two stranded young women who knock on his door but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse,crime drama horror devoted father helps two stranded young women knock door kind gesture turns dangerous seduction deadly game cat mouse,crime drama horror devot father help two strand young women knock door kind gestur turn danger seduct dead game cat mous
Shooting Stars,/title/tt3715152/,Biography Drama History             A look at the young life of basketball star LeBron James Feature film adaptation of LeBron James and Buzz Bissingers book Shooting Stars,biography drama history look young life basketball star lebron james feature film adaptation lebron james buzz bissingers book shooting stars,biographi drama histori look young life basketbal star lebron jame featur film adapt lebron jame buzz bissing book shoot star
Dunkirk,/title/tt5013056/,Action Drama History             Allied soldiers from Belgium the British Commonwealth and Empire and France are surrounded by the German Army and evacuated during a fierce battle in World War II,action drama history allied soldiers belgium british commonwealth empire france surrounded german army evacuated fierce battle world war ii,action drama histori alli soldier belgium british commonwealth empir franc surround german armi evacu fierc battl world war ii
Jesus Revolution,/title/tt10098448/,Drama             The true story of a national spiritual awakening in the early 1970s and its origins within a community of teenage hippies in Southern California,drama true story national spiritual awakening early 1970s origins within community teenage hippies southern california,drama true stori nation spiritu awaken earli 1970s origin within communiti teenag hippi southern california
Nymphomaniac: Vol. I,/title/tt1937390/,Drama             A selfdiagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating,drama selfdiagnosed nymphomaniac recounts erotic experiences man saved beating,drama selfdiagnos nymphomaniac recount erot experi man save beat
Toy Story,/title/tt0114709/,Animation Adventure Comedy             A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boys bedroom,animation adventure comedy cowboy doll profoundly threatened jealous new spaceman action figure supplants top toy boys bedroom,anim adventur comedi cowboy doll profound threaten jealous new spaceman action figur supplant top toy boy bedroom
Moonrise Kingdom,/title/tt1748122/,Comedy Drama Family             A pair of young lovers flee their New England town which causes a local search party to fan out to find them,comedy drama family pair young lovers flee new england town causes local search party fan find,comedi drama famili pair young lover flee new england town caus local search parti fan find
Thunderbolts,/title/tt20969586/,Action Adventure Crime             A group of supervillains are recruited to go on missions for the government,action adventure crime group supervillains recruited go missions government,action adventur crime group supervillain recruit go mission govern
80 for Brady,/title/tt18079362/,Comedy Drama Sport             A group of friends made it their lifelong mission to go to the Super Bowl and meet NFL superstar Tom Brady,comedy drama sport group friends made lifelong mission go super bowl meet nfl superstar tom brady,comedi drama sport group friend made lifelong mission go super bowl meet nfl superstar tom bradi
CODA,/title/tt10366460/,Comedy Drama Music             As a CODA Child of Deaf Adults Ruby is the only hearing person in her deaf family When the familys fishing business is threatened Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents,comedy drama music coda child deaf adults ruby hearing person deaf family familys fishing business threatened ruby finds torn pursuing passion berklee college music fear abandoning parents,comedi drama music coda child deaf adult rubi hear person deaf famili famili fish busi threaten rubi find torn pursu passion berkle colleg music fear abandon parent
Star Wars: Episode V - The Empire Strikes Back,/title/tt0080684/,Action Adventure Fantasy             After the Rebels are overpowered by the Empire Luke Skywalker begins his Jedi training with Yoda while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett,action adventure fantasy rebels overpowered empire luke skywalker begins jedi training yoda friends pursued across galaxy darth vader bounty hunter boba fett,action adventur fantasi rebel overpow empir luke skywalk begin jedi train yoda friend pursu across galaxi darth vader bounti hunter boba fett
The Tomorrow War,/title/tt9777666/,Action Adventure Drama             A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past,action adventure drama family man drafted fight future war fate humanity relies ability confront past,action adventur drama famili man draft fight futur war fate human reli abil confront past
Mamma Mia!,/title/tt0795421/,Comedy Musical Romance             The story of a bridetobe trying to find her real father told using hit songs by the popular 1970s group ABBA,comedy musical romance story bridetobe trying find real father told using hit songs popular 1970s group abba,comedi music romanc stori bridetob tri find real father told use hit song popular 1970s group abba
A Star Is Born,/title/tt1517451/,Drama Music Romance             A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral,drama music romance musician helps young singer find fame age alcoholism send career downward spiral,drama music romanc musician help young singer find fame age alcohol send career downward spiral
Mission: Impossible - Rogue Nation,/title/tt2381249/,Action Adventure Thriller             Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF,action adventure thriller ethan team take impossible mission yet eradicate international rogue organization highly skilled committed destroying imf,action adventur thriller ethan team take imposs mission yet erad intern rogu organ high skill commit destroy imf
Fury,/title/tt2713180/,Action Drama War             A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April 1945,action drama war grizzled tank commander makes tough decisions crew fight way across germany april 1945,action drama war grizzl tank command make tough decis crew fight way across germani april 1945
The Equalizer,/title/tt0455944/,Action Crime Thriller             A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultraviolent Russian gangsters,action crime thriller man believes put mysterious past behind cannot stand idly meets young girl control ultraviolent russian gangsters,action crime thriller man believ put mysteri past behind cannot stand idl meet young girl control ultraviol russian gangster
A Beautiful Mind,/title/tt0268978/,Biography Drama             After John Nash a brilliant but asocial mathematician accepts secret work in cryptography his life takes a turn for the nightmarish,biography drama john nash brilliant asocial mathematician accepts secret work cryptography life takes turn nightmarish,biographi drama john nash brilliant asoci mathematician accept secret work cryptographi life take turn nightmarish
Black Panther,/title/tt1825683/,Action Adventure SciFi             TChalla heir to the hidden but advanced kingdom of Wakanda must step forward to lead his people into a new future and must confront a challenger from his countrys past,action adventure scifi tchalla heir hidden advanced kingdom wakanda must step forward lead people new future must confront challenger countrys past,action adventur scifi tchalla heir hidden advanc kingdom wakanda must step forward lead peopl new futur must confront challeng countri past
Escape Room,/title/tt5886046/,Action Adventure Horror             Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive,action adventure horror six strangers find maze deadly mystery rooms must use wits survive,action adventur horror six stranger find maze dead mysteri room must use wit surviv
The Lobster,/title/tt3464902/,Drama Romance SciFi             In a dystopian near future according to the laws of The City single people are taken to The Hotel where they are obliged to find a romantic partner in 45 days or theyre transformed into beasts and sent off into The Woods,drama romance scifi dystopian near future according laws city single people taken hotel obliged find romantic partner 45 days theyre transformed beasts sent woods,drama romanc scifi dystopian near futur accord law citi singl peopl taken hotel oblig find romant partner 45 day theyr transform beast sent wood
Reservoir Dogs,/title/tt0105236/,Crime Thriller             When a simple jewelry heist goes horribly wrong the surviving criminals begin to suspect that one of them is a police informant,crime thriller simple jewelry heist goes horribly wrong surviving criminals begin suspect one police informant,crime thriller simpl jewelri heist goe horribl wrong surviv crimin begin suspect one polic inform
Mortal Kombat 2,/title/tt17490712/,Action Adventure Fantasy             Plot under wraps,action adventure fantasy plot wraps,action adventur fantasi plot wrap
Fiddler on the Roof,/title/tt0067093/,Drama Family Musical             In prerevolutionary Russia a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing antiSemitic sentiment threatens his village,drama family musical prerevolutionary russia jewish peasant traditional values contends marrying three daughters modern romantic ideals growing antisemitic sentiment threatens village,drama famili music prerevolutionari russia jewish peasant tradit valu contend marri three daughter modern romant ideal grow antisemit sentiment threaten villag
The VVitch: A New-England Folktale,/title/tt4263482/,Drama Fantasy Horror             A family in 1630s New England is torn apart by the forces of witchcraft black magic and possession,drama fantasy horror family 1630s new england torn apart forces witchcraft black magic possession,drama fantasi horror famili 1630s new england torn apart forc witchcraft black magic possess
Harry Potter and the Deathly Hallows: Part 1,/title/tt0926084/,Adventure Family Fantasy             As Harry Ron and Hermione race against time and evil to destroy the Horcruxes they uncover the existence of the three most powerful objects in the wizarding world the Deathly Hallows,adventure family fantasy harry ron hermione race time evil destroy horcruxes uncover existence three powerful objects wizarding world deathly hallows,adventur famili fantasi harri ron hermion race time evil destroy horcrux uncov exist three power object wizard world death hallow
Boston Strangler,/title/tt2560078/,Crime Drama History             Loretta McLaughlin was the reporter who first connected the murders and broke the story of the Boston Strangler She and Jean Cole challenged the sexism of the early 1960s to report on the citys most notorious serial killer,crime drama history loretta mclaughlin reporter first connected murders broke story boston strangler jean cole challenged sexism early 1960s report citys notorious serial killer,crime drama histori loretta mclaughlin report first connect murder broke stori boston strangler jean cole challeng sexism earli 1960s report citi notori serial killer
White Noise,/title/tt6160448/,Comedy Drama Horror             Dramatizes a contemporary American familys attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love death and the possibility of happiness in an uncertain world,comedy drama horror dramatizes contemporary american familys attempts deal mundane conflicts everyday life grappling universal mysteries love death possibility happiness uncertain world,comedi drama horror dramat contemporari american famili attempt deal mundan conflict everyday life grappl univers mysteri love death possibl happi uncertain world
The Age of Adaline,/title/tt1655441/,Drama Fantasy Romance             A young woman born at the turn of the 20th century is rendered ageless after an accident After many solitary years she meets a man who complicates the eternal life she has settled into,drama fantasy romance young woman born turn 20th century rendered ageless accident many solitary years meets man complicates eternal life settled,drama fantasi romanc young woman born turn 20th centuri render ageless accid mani solitari year meet man complic etern life settl
Watchmen,/title/tt0409459/,Action Drama Mystery             In 1985 where former superheroes exist the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation uncovering something that could completely change the course of history as we know it,action drama mystery 1985 former superheroes exist murder colleague sends active vigilante rorschach sprawling investigation uncovering something could completely change course history know,action drama mysteri 1985 former superhero exist murder colleagu send activ vigilant rorschach sprawl investig uncov someth could complet chang cours histori know
Wicked,/title/tt1262426/,Comedy Drama Family             The story of how a greenskinned woman framed by the Wizard of Oz becomes the Wicked Witch of the West The first of a twopart feature film adaptation of the Broadway musical,comedy drama family story greenskinned woman framed wizard oz becomes wicked witch west first twopart feature film adaptation broadway musical,comedi drama famili stori greenskin woman frame wizard oz becom wick witch west first twopart featur film adapt broadway music
Pretty Baby,/title/tt0078111/,Drama             A preteen girl lives as a prostitute in New Orleans in 1917,drama preteen girl lives prostitute new orleans 1917,drama preteen girl live prostitut new orlean 1917
The Little Things,/title/tt10016180/,Crime Drama Mystery             Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidencegathering assignment Instead he becomes embroiled in the search for a serial killer who is terrorizing the city,crime drama mystery kern county deputy sheriff joe deacon sent los angeles quick evidencegathering assignment instead becomes embroiled search serial killer terrorizing city,crime drama mysteri kern counti deputi sheriff joe deacon sent los angel quick evidencegath assign instead becom embroil search serial killer terror citi
Speed,/title/tt0111257/,Action Adventure Thriller             A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph,action adventure thriller young police officer must prevent bomb exploding aboard city bus keeping speed 50 mph,action adventur thriller young polic offic must prevent bomb explod aboard citi bus keep speed 50 mph
Pirates of the Caribbean: Dead Men Tell No Tales,/title/tt1790809/,Action Adventure Fantasy             Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devils Triangle Theyre determined to kill every pirate at seanotably Jack,action adventure fantasy captain jack sparrow pursued old rival captain salazar crew deadly ghosts escaped devils triangle theyre determined kill every pirate seanotably jack,action adventur fantasi captain jack sparrow pursu old rival captain salazar crew dead ghost escap devil triangl theyr determin kill everi pirat seanot jack
Transformers: The Last Knight,/title/tt3371366/,Action Adventure SciFi             A deadly threat from Earths history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons while Optimus Prime encounters his creator in space,action adventure scifi deadly threat earths history reappears hunt lost artifact takes place autobots decepticons optimus prime encounters creator space,action adventur scifi dead threat earth histori reappear hunt lost artifact take place autobot decepticon optimus prime encount creator space
Hamilton,/title/tt8503618/,Biography Drama History             The real life of one of Americas foremost founding fathers and first Secretary of the Treasury Alexander Hamilton Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast,biography drama history real life one americas foremost founding fathers first secretary treasury alexander hamilton captured live broadway richard rodgers theater original broadway cast,biographi drama histori real life one america foremost found father first secretari treasuri alexand hamilton captur live broadway richard rodger theater origin broadway cast
Apollo 13,/title/tt0112384/,Adventure Drama History             NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy,adventure drama history nasa must devise strategy return apollo 13 earth safely spacecraft undergoes massive internal damage putting lives three astronauts board jeopardy,adventur drama histori nasa must devis strategi return apollo 13 earth safe spacecraft undergo massiv intern damag put live three astronaut board jeopardi
Homefront,/title/tt2312718/,Action Crime Thriller             A former DEA agent moves his family to a quiet town where he soon tangles with a local meth druglord,action crime thriller former dea agent moves family quiet town soon tangles local meth druglord,action crime thriller former dea agent move famili quiet town soon tangl local meth druglord
Inside Man,/title/tt0454848/,Crime Drama Mystery             A police detective a bank robber and a highpower broker enter highstakes negotiations after the criminals brilliant heist spirals into a hostage situation,crime drama mystery police detective bank robber highpower broker enter highstakes negotiations criminals brilliant heist spirals hostage situation,crime drama mysteri polic detect bank robber highpow broker enter highstak negoti crimin brilliant heist spiral hostag situat
Willow,/title/tt0096446/,Action Adventure Drama             A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen,action adventure drama young farmer chosen undertake perilous journey order protect special baby evil queen,action adventur drama young farmer chosen undertak peril journey order protect special babi evil queen
Zootopia,/title/tt2948356/,Animation Adventure Comedy             In a city of anthropomorphic animals a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy,animation adventure comedy city anthropomorphic animals rookie bunny cop cynical con artist fox must work together uncover conspiracy,anim adventur comedi citi anthropomorph anim rooki bunni cop cynic con artist fox must work togeth uncov conspiraci
Black Widow,/title/tt3480822/,Action Adventure SciFi             Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises,action adventure scifi natasha romanoff confronts darker parts ledger dangerous conspiracy ties past arises,action adventur scifi natasha romanoff confront darker part ledger danger conspiraci tie past aris
Women Talking,/title/tt13669038/,Drama             Do nothing stay and fight or leave In 2010 the women of an isolated religious community grapple with reconciling a brutal reality with their faith,drama nothing stay fight leave 2010 women isolated religious community grapple reconciling brutal reality faith,drama noth stay fight leav 2010 women isol religi communiti grappl reconcil brutal realiti faith
Harry Potter and the Half-Blood Prince,/title/tt0417741/,Action Adventure Family             As Harry Potter begins his sixth year at Hogwarts he discovers an old book marked as the property of the HalfBlood Prince and begins to learn more about Lord Voldemorts dark past,action adventure family harry potter begins sixth year hogwarts discovers old book marked property halfblood prince begins learn lord voldemorts dark past,action adventur famili harri potter begin sixth year hogwart discov old book mark properti halfblood princ begin learn lord voldemort dark past
The Big Short,/title/tt1596363/,Biography Comedy Drama             In 20062007 a group of investors bet against the United States mortgage market In their research they discover how flawed and corrupt the market is,biography comedy drama 20062007 group investors bet united states mortgage market research discover flawed corrupt market,biographi comedi drama 20062007 group investor bet unit state mortgag market research discov flaw corrupt market
The Curious Case of Benjamin Button,/title/tt0421715/,Drama Fantasy Romance             Tells the story of Benjamin Button a man who starts aging backwards with consequences,drama fantasy romance tells story benjamin button man starts aging backwards consequences,drama fantasi romanc tell stori benjamin button man start age backward consequ
Prey,/title/tt11866324/,Action Adventure Drama             Naru a skilled warrior of the Comanche Nation fights to protect her tribe against one of the first highlyevolved Predators to land on Earth,action adventure drama naru skilled warrior comanche nation fights protect tribe one first highlyevolved predators land earth,action adventur drama naru skill warrior comanch nation fight protect tribe one first highlyevolv predat land earth
The Great Gatsby,/title/tt1343092/,Drama Romance             A writer and wall street trader Nick finds himself drawn to the past and lifestyle of his millionaire neighbor Jay Gatsby,drama romance writer wall street trader nick finds drawn past lifestyle millionaire neighbor jay gatsby,drama romanc writer wall street trader nick find drawn past lifestyl millionair neighbor jay gatsbi
The Cabin in the Woods,/title/tt1259521/,Horror Mystery Thriller             Five friends go for a break at a remote cabin where they get more than they bargained for discovering the truth behind the cabin in the woods,horror mystery thriller five friends go break remote cabin get bargained discovering truth behind cabin woods,horror mysteri thriller five friend go break remot cabin get bargain discov truth behind cabin wood
Captain Marvel,/title/tt4154664/,Action Adventure SciFi             Carol Danvers becomes one of the universes most powerful heroes when Earth is caught in the middle of a galactic war between two alien races,action adventure scifi carol danvers becomes one universes powerful heroes earth caught middle galactic war two alien races,action adventur scifi carol danver becom one univers power hero earth caught middl galact war two alien race
Airport,/title/tt0065377/,Action Drama Thriller             A bomber on board an airplane an airport almost closed by snow and various personal problems of the people involved,action drama thriller bomber board airplane airport almost closed snow various personal problems people involved,action drama thriller bomber board airplan airport almost close snow various person problem peopl involv
Captain America: The First Avenger,/title/tt0458339/,Action Adventure SciFi             Steve Rogers a rejected military soldier transforms into Captain America after taking a dose of a SuperSoldier serum But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization,action adventure scifi steve rogers rejected military soldier transforms captain america taking dose supersoldier serum captain america comes price attempts take warmonger terrorist organization,action adventur scifi steve roger reject militari soldier transform captain america take dose supersoldi serum captain america come price attempt take warmong terrorist organ
Avengers: Age of Ultron,/title/tt2395427/,Action Adventure SciFi             When Tony Stark and Bruce Banner try to jumpstart a dormant peacekeeping program called Ultron things go horribly wrong and its up to Earths mightiest heroes to stop the villainous Ultron from enacting his terrible plan,action adventure scifi tony stark bruce banner try jumpstart dormant peacekeeping program called ultron things go horribly wrong earths mightiest heroes stop villainous ultron enacting terrible plan,action adventur scifi toni stark bruce banner tri jumpstart dormant peacekeep program call ultron thing go horribl wrong earth mightiest hero stop villain ultron enact terribl plan
